udi,id_produto,tipo,temperatura_ar_k,temperatura_processo_k,velocidade_rotacao_rpm,torque_nm,desgaste_ferramenta_min,falha_maquina,falha_twf,falha_hdf,falha_pwf,falha_osf,falha_rnf,ratio_temp,flag_sobrecarga_termica,potencia_estimada
4668,H34081,H,303.3,311.4,1651.0,30.6,50,0,0,0,0,0,0,0.9739884361785858,1,50520.600000000006
4669,H34082,H,303.3,311.4,1692.0,27.9,55,0,0,0,0,0,0,0.9739884361785858,1,47206.799999999996
4670,M19529,M,303.3,311.5,1373.0,47.3,60,1,0,1,0,0,0,0.9736757593140426,1,64942.899999999994
4671,L51850,L,303.2,311.4,1610.0,35.5,63,0,0,0,0,0,0,0.9736673058006831,1,57155.0
4672,L51851,L,303.3,311.4,1511.0,43.4,65,0,0,0,0,0,0,0.9739884361785858,1,65577.4
4673,L51852,L,303.3,311.5,1412.0,55.6,67,0,0,0,0,0,0,0.9736757593140426,1,78507.2
4674,L51853,L,303.4,311.5,1501.0,36.2,69,0,0,0,0,0,0,0.9739967866003313,1,54336.200000000004
4675,L51854,L,303.4,311.5,1414.0,44.8,71,0,0,0,0,0,0,0.9739967866003313,1,63347.2
4676,H34089,H,303.5,311.5,1629.0,33.5,73,0,0,0,0,0,0,0.9743178138866202,1,54571.5
4677,L51856,L,303.4,311.5,1879.0,21.3,78,0,0,0,0,0,0,0.9739967866003313,1,40022.700000000004
4678,H34091,H,303.5,311.6,1466.0,47.0,80,0,0,0,0,0,0,0.9740051316623711,1,68902.0
4679,H34092,H,303.6,311.7,1476.0,40.1,85,0,0,0,0,0,0,0.9740134713698638,1,59187.6
4680,L51859,L,303.6,311.8,1695.0,30.7,90,0,0,0,0,0,0,0.9737010873197528,1,52036.5
4681,L51860,L,303.6,311.7,1491.0,39.8,92,0,0,0,0,0,0,0.9740134713698638,1,59341.799999999996
4682,M19541,M,303.6,311.8,1659.0,34.7,94,0,0,0,0,0,0,0.9737010873197528,1,57567.3
4683,L51862,L,303.6,311.8,1567.0,31.7,97,0,0,0,0,0,0,0.9737010873197528,1,49673.9
4684,L51863,L,303.6,311.8,1736.0,32.9,99,0,0,0,0,0,0,0.9737010873197528,1,57114.399999999994
4686,M19545,M,303.6,311.8,1627.0,30.8,104,0,0,0,0,0,0,0.9737010873197528,1,50111.6
4687,M19546,M,303.5,311.6,1562.0,34.2,107,0,0,0,0,0,0,0.9740051316623711,1,53420.4
4688,L51867,L,303.5,311.6,2183.0,17.0,110,0,0,0,0,0,0,0.9740051316623711,1,37111.0
4689,L51868,L,303.5,311.6,1577.0,38.1,112,0,0,0,0,0,0,0.9740051316623711,1,60083.700000000004
4690,M19549,M,303.4,311.5,1560.0,36.4,114,0,0,0,0,0,0,0.9739967866003313,1,56784.0
4691,M19550,M,303.4,311.5,1483.0,43.0,117,0,0,0,0,0,0,0.9739967866003313,1,63769.0
4692,L51871,L,303.5,311.5,1535.0,33.3,120,0,0,0,0,0,0,0.9743178138866202,1,51115.49999999999
4693,M19552,M,303.4,311.4,1606.0,29.6,122,0,0,0,0,0,0,0.9743095665564883,1,47537.600000000006
4694,M19553,M,303.4,311.5,1817.0,24.7,125,0,0,0,0,0,0,0.9739967866003313,1,44879.9
4695,L51874,L,303.4,311.5,1424.0,50.8,128,0,0,0,0,0,0,0.9739967866003313,1,72339.2
4697,L51876,L,303.4,311.6,1449.0,41.7,132,0,0,0,0,0,0,0.9736842074015268,1,60423.3
4698,M19557,M,303.5,311.6,1573.0,34.0,134,0,0,0,0,0,0,0.9740051316623711,1,53482.0
4699,L51878,L,303.4,311.6,1564.0,41.9,137,0,0,0,0,0,0,0.9736842074015268,1,65531.6
4700,L51879,L,303.5,311.6,1428.0,46.2,139,0,0,0,0,0,0,0.9740051316623711,1,65973.6
4701,L51880,L,303.5,311.7,1620.0,31.0,141,0,0,0,0,0,0,0.9736926500683586,1,50220.0
4702,H34115,H,303.5,311.7,1584.0,32.7,143,0,0,0,0,0,0,0.9736926500683586,1,51796.8
4703,L51882,L,303.6,311.8,1222.0,66.8,148,1,0,1,0,0,0,0.9737010873197528,1,81629.59999999999
4704,M19563,M,303.6,311.8,1432.0,42.5,150,0,0,0,0,0,0,0.9737010873197528,1,60860.0
4705,L51884,L,303.7,311.9,1561.0,33.3,153,0,0,0,0,0,0,0.9737095191609185,1,51981.299999999996
4706,L51885,L,303.6,311.8,1614.0,33.2,155,0,0,0,0,0,0,0.9737010873197528,1,53584.8
4707,L51886,L,303.5,311.7,1959.0,22.3,157,0,0,0,0,0,0,0.9736926500683586,1,43685.700000000004
4708,L51887,L,303.5,311.8,1944.0,23.5,159,0,0,0,0,0,0,0.9733803689115447,1,45684.0
4709,L51888,L,303.4,311.7,1793.0,25.8,161,0,0,0,0,0,0,0.9733718287668532,1,46259.4
4710,M19569,M,303.4,311.6,1446.0,50.0,163,0,0,0,0,0,0,0.9736842074015268,1,72300.0
4711,L51890,L,303.4,311.7,1673.0,32.2,166,0,0,0,0,0,0,0.9733718287668532,1,53870.600000000006
4712,M19571,M,303.4,311.7,1515.0,44.2,168,0,0,0,0,0,0,0.9733718287668532,1,66963.0
4713,L51892,L,303.4,311.8,1564.0,35.9,171,0,0,0,0,0,0,0.9730596505033365,1,56147.6
4714,L51893,L,303.5,311.8,1451.0,45.2,173,0,0,0,0,0,0,0.9733803689115447,1,65585.2
4715,H34128,H,303.4,311.8,1693.0,28.3,175,0,0,0,0,0,0,0.9730596505033365,1,47911.9
4716,L51895,L,303.4,311.7,1476.0,42.3,180,0,0,0,0,0,0,0.9733718287668532,1,62434.799999999996
4717,L51896,L,303.4,311.6,1712.0,30.1,182,0,0,0,0,0,0,0.9736842074015268,1,51531.200000000004
4718,M19577,M,303.4,311.6,1425.0,45.4,184,0,0,0,0,0,0,0.9736842074015268,1,64695.0
4719,L51898,L,303.3,311.6,1337.0,56.8,187,1,0,1,0,0,0,0.9733632831406827,1,75941.59999999999
4720,M19579,M,303.4,311.7,1690.0,34.9,189,0,0,0,0,0,0,0.9733718287668532,1,58981.0
4721,M19580,M,303.4,311.7,1353.0,44.1,192,1,0,1,0,0,0,0.9733718287668532,1,59667.3
4723,M19582,M,303.4,311.8,1391.0,42.7,197,0,0,0,0,0,0,0.9730596505033365,1,59395.700000000004
4724,L51903,L,303.4,311.8,1366.0,50.9,200,1,0,1,0,0,0,0.9730596505033365,1,69529.4
4725,L51904,L,303.4,311.9,1771.0,31.6,202,0,0,0,0,0,0,0.9727476724182504,1,55963.600000000006
4726,M19585,M,303.4,311.8,1515.0,42.6,204,0,0,0,0,0,0,0.9730596505033365,1,64539.0
4727,M19586,M,303.4,311.8,2133.0,18.3,207,0,0,0,0,0,0,0.9730596505033365,1,39033.9
4728,M19587,M,303.4,311.8,1341.0,47.0,210,1,0,1,0,0,0,0.9730596505033365,1,63027.0
4729,L51908,L,303.4,311.7,1406.0,47.1,213,0,0,0,0,0,0,0.9733718287668532,1,66222.6
4730,L51909,L,303.4,311.8,1306.0,61.0,215,1,0,1,0,1,0,0.9730596505033365,1,79666.0
4731,L51910,L,303.3,311.7,1508.0,35.5,217,0,0,0,0,0,0,0.9730510074653481,1,53534.0
4733,L51912,L,303.3,311.7,1539.0,38.5,221,0,0,0,0,0,0,0.9730510074653481,1,59251.5
4734,L51913,L,303.3,311.6,1484.0,44.6,223,0,0,0,0,0,0,0.9733632831406827,1,66186.40000000001
4735,L51914,L,303.2,311.5,1507.0,39.2,225,0,0,0,0,0,0,0.9733547320277537,1,59074.4
4736,L51915,L,303.2,311.5,1544.0,42.5,227,0,0,0,0,0,0,0.9733547320277537,1,65620.0
4737,L51916,L,303.2,311.5,1513.0,37.9,0,0,0,0,0,0,0,0.9733547320277537,1,57342.7
4738,M19597,M,303.2,311.5,1336.0,58.2,2,1,0,1,0,0,0,0.9733547320277537,1,77755.2
4739,M19598,M,303.2,311.4,2102.0,19.0,5,0,0,0,0,0,0,0.9736673058006831,1,39938.0
4740,L51919,L,303.2,311.4,1351.0,53.8,8,1,0,1,0,0,0,0.9736673058006831,1,72683.8
4741,L51920,L,303.3,311.5,1601.0,35.2,10,0,0,0,0,0,0,0.9736757593140426,1,56355.200000000004
4742,L51921,L,303.2,311.3,1393.0,52.9,12,0,0,0,0,0,0,0.9739800803919688,1,73689.7
4744,L51923,L,303.3,311.3,1409.0,51.8,16,0,0,0,0,0,0,0.9743013139277182,1,72986.2
4745,L51924,L,303.3,311.3,1393.0,47.4,18,0,0,0,0,0,0,0.9743013139277182,1,66028.2
4746,H34159,H,303.2,311.2,1475.0,43.1,20,0,0,0,0,0,0,0.9742930559952022,1,63572.5
4747,L51926,L,303.2,311.2,1427.0,45.6,25,0,0,0,0,0,0,0.9742930559952022,1,65071.200000000004
4749,L51928,L,303.2,311.2,1363.0,46.7,29,1,0,1,0,0,0,0.9742930559952022,1,63652.100000000006
4750,L51929,L,303.2,311.2,1404.0,50.9,31,0,0,0,0,0,0,0.9742930559952022,1,71463.59999999999
4751,M19610,M,303.2,311.2,1688.0,31.9,33,0,0,0,0,0,0,0.9742930559952022,1,53847.2
4753,H34166,H,303.3,311.3,1502.0,39.5,38,0,0,0,0,0,0,0.9743013139277182,1,59329.0
4754,H34167,H,303.2,311.4,1607.0,36.6,43,0,0,0,0,0,0,0.9736673058006831,1,58816.200000000004
4755,M19614,M,303.3,311.5,1384.0,54.8,48,0,0,0,0,0,0,0.9736757593140426,1,75843.2
4756,L51935,L,303.4,311.7,1295.0,51.3,51,1,0,1,0,0,0,0.9733718287668532,1,66433.5
4757,H34170,H,303.4,311.7,1991.0,19.0,53,0,0,0,0,0,0,0.9733718287668532,1,37829.0
4758,L51937,L,303.4,311.6,1497.0,42.8,58,0,0,0,0,0,0,0.9736842074015268,1,64071.6
4759,L51938,L,303.5,311.6,1465.0,48.7,60,0,0,0,0,0,0,0.9740051316623711,1,71345.5
4760,L51939,L,303.5,311.6,1361.0,46.5,62,1,0,1,0,0,0,0.9740051316623711,1,63286.5
4761,L51940,L,303.6,311.7,1546.0,38.5,64,0,0,0,0,0,0,0.9740134713698638,1,59521.0
4762,H34175,H,303.7,311.9,1332.0,52.7,66,1,0,1,0,0,0,0.9737095191609185,1,70196.40000000001
4763,M19622,M,303.7,312.0,2663.0,11.4,71,1,0,0,1,0,0,0.9733974327775723,1,30358.2
4764,L51943,L,303.7,312.1,1443.0,45.9,74,0,0,0,0,0,0,0.9730855463854996,1,66233.7
4765,M19624,M,303.7,312.0,1402.0,48.6,76,0,0,0,0,0,0,0.9733974327775723,1,68137.2
4766,L51945,L,303.7,312.0,1892.0,22.5,79,0,0,0,0,0,0,0.9733974327775723,1,42570.0
4767,M19626,M,303.6,312.0,1645.0,35.7,81,0,0,0,0,0,0,0.9730769199580869,1,58726.50000000001
4768,L51947,L,303.6,311.9,1473.0,50.1,84,0,0,0,0,0,0,0.9733889035800293,1,73797.3
4769,L51948,L,303.6,312.0,1309.0,52.9,86,1,0,1,0,0,0,0.9730769199580869,1,69246.09999999999
4770,H34183,H,303.6,311.9,1544.0,37.1,88,0,0,0,0,0,0,0.9733889035800293,1,57282.4
4771,L51950,L,303.5,311.9,1344.0,49.3,93,1,0,1,0,0,0,0.9730682879991399,1,66259.2
4772,M19631,M,303.6,311.9,1617.0,36.0,95,0,0,0,0,0,0,0.9733889035800293,1,58212.0
4773,M19632,M,303.6,312.0,1435.0,37.9,98,0,0,0,0,0,0,0.9730769199580869,1,54386.5
4775,L51954,L,303.6,312.0,1827.0,23.3,103,0,0,0,0,0,0,0.9730769199580869,1,42569.1
4776,L51955,L,303.5,312.0,1761.0,25.8,105,0,0,0,0,0,0,0.9727564071386012,1,45433.8
4777,L51956,L,303.5,312.1,1522.0,36.4,107,0,0,0,0,0,0,0.972444726137633,1,55400.799999999996
4778,M19637,M,303.5,312.2,1818.0,23.6,109,0,0,0,0,0,0,0.9721332448041857,1,42904.8
4779,H34192,H,303.6,312.2,1371.0,54.6,112,1,0,1,0,0,0,0.9724535522983552,1,74856.6
4780,L51959,L,303.7,312.3,1511.0,38.9,117,0,0,0,0,0,0,0.9724623728067167,1,58777.9
4781,L51960,L,303.7,312.4,1404.0,46.6,119,0,0,0,0,0,0,0.9721510852363923,1,65426.4
4782,L51961,L,303.7,312.3,1384.0,45.9,121,0,0,0,0,0,0,0.9724623728067167,1,63525.6
4783,L51962,L,303.8,312.5,1368.0,52.6,123,0,0,0,0,0,0,0.972159996889088,1,71956.8
4784,L51963,L,303.7,312.5,1641.0,36.0,125,0,0,0,0,0,0,0.971839996890112,1,59076.0
4785,L51964,L,303.9,312.6,1642.0,32.3,127,0,0,0,0,0,0,0.9721689028401506,1,53036.6
4786,H34199,H,303.9,312.7,1401.0,50.0,129,0,0,0,0,0,0,0.9718580077650847,1,70050.0
4787,L51966,L,303.8,312.6,1577.0,41.3,134,0,0,0,0,0,0,0.9718490052084164,1,65130.1
4788,L51967,L,303.7,312.6,1396.0,44.1,136,0,0,0,0,0,0,0.9715291075766822,1,61563.6
4789,H34202,H,303.7,312.6,1514.0,35.5,138,0,0,0,0,0,0,0.9715291075766822,1,53747.0
4790,L51969,L,303.8,312.8,1646.0,35.8,143,0,0,0,0,0,0,0.9712276183784283,1,58926.799999999996
4791,L51970,L,303.8,312.8,1443.0,40.7,145,0,0,0,0,0,0,0.9712276183784283,1,58730.100000000006
4792,M19651,M,303.7,312.7,1469.0,48.5,147,0,0,0,0,0,0,0.9712184171051538,1,71246.5
4793,H34206,H,303.7,312.7,1564.0,40.2,150,0,0,0,0,0,0,0.9712184171051538,1,62872.8
4794,H34207,H,303.6,312.6,1498.0,40.2,155,0,0,0,0,0,0,0.9712092099449482,1,60219.600000000006
4795,L51974,L,303.6,312.6,1699.0,27.9,160,0,0,0,0,0,0,0.9712092099449482,1,47402.1
4796,L51975,L,303.6,312.5,1431.0,49.0,162,0,0,0,0,0,0,0.9715199968911361,1,70119.0
4797,L51976,L,303.5,312.4,1390.0,47.3,164,0,0,0,0,0,0,0.9715108803728846,1,65747.0
4798,L51977,L,303.5,312.5,1380.0,46.1,166,0,0,0,0,0,0,0.97119999689216,1,63618.0
4799,L51978,L,303.5,312.5,1457.0,46.4,168,0,0,0,0,0,0,0.97119999689216,1,67604.8
4800,L51979,L,303.5,312.5,1418.0,42.2,170,0,0,0,0,0,0,0.97119999689216,1,59839.600000000006
4801,M19660,M,303.5,312.5,1353.0,51.0,172,0,0,0,0,0,0,0.97119999689216,1,69003.0
4802,L51981,L,303.5,312.4,1574.0,32.7,175,0,0,0,0,0,0,0.9715108803728846,1,51469.8
4803,M19662,M,303.5,312.4,1318.0,54.2,177,0,0,0,0,0,0,0.9715108803728846,1,71435.6
4804,L51983,L,303.6,312.5,1710.0,31.4,180,0,0,0,0,0,0,0.9715199968911361,1,53694.0
4805,L51984,L,303.7,312.6,1621.0,38.8,182,0,0,0,0,0,0,0.9715291075766822,1,62894.799999999996
4806,L51985,L,303.6,312.6,1606.0,33.6,184,0,0,0,0,0,0,0.9712092099449482,1,53961.600000000006
4807,H34220,H,303.6,312.5,1375.0,54.0,186,0,0,0,0,0,0,0.9715199968911361,1,74250.0
4808,L51987,L,303.5,312.4,1503.0,36.5,191,0,0,0,0,0,0,0.9715108803728846,1,54859.5
4809,L51988,L,303.5,312.3,1404.0,48.6,193,0,0,0,0,0,0,0.9718219629464554,1,68234.40000000001
4810,L51989,L,303.4,312.2,1656.0,32.7,195,0,0,0,0,0,0,0.9718129373100162,1,54151.200000000004
4811,M19670,M,303.4,312.1,1499.0,39.4,197,0,0,0,0,0,0,0.9721243160136996,1,59060.6
4812,M19671,M,303.4,312.0,1748.0,28.4,200,0,0,0,0,0,0,0.9724358943191157,1,49643.2
4815,L51994,L,303.4,311.8,1401.0,53.0,208,1,0,0,0,1,0,0.9730596505033365,1,74253.0
4816,H34229,H,303.4,311.9,1534.0,33.2,210,0,0,0,0,0,0,0.9727476724182504,1,50928.8
4817,L51996,L,303.4,312.0,1521.0,35.9,215,1,1,0,0,0,0,0.9724358943191157,1,54603.9
4818,L51997,L,303.5,312.1,1674.0,30.8,0,0,0,0,0,0,0,0.972444726137633,1,51559.200000000004
4819,M19678,M,303.6,312.1,1967.0,20.9,2,0,0,0,0,0,0,0.9727651362615664,1,41110.299999999996
4821,M19680,M,303.6,312.1,1627.0,32.5,7,0,0,0,0,0,0,0.9727651362615664,1,52877.5
4822,L52001,L,303.5,311.9,1405.0,45.6,10,0,0,0,0,0,0,0.9730682879991399,1,64068.0
4824,L52003,L,303.5,311.9,1493.0,38.7,14,0,0,0,0,0,0,0.9730682879991399,1,57779.100000000006
4825,L52004,L,303.4,311.8,1499.0,45.0,16,0,0,0,0,0,0,0.9730596505033365,1,67455.0
4826,L52005,L,303.3,311.8,1692.0,30.6,18,0,0,0,0,0,0,0.9727389320951285,1,51775.200000000004
4827,L52006,L,303.4,311.8,2268.0,15.8,20,0,0,0,0,0,0,0.9730596505033365,1,35834.4
4829,L52008,L,303.5,311.9,1515.0,39.2,24,0,0,0,0,0,0,0.9730682879991399,1,59388.00000000001
4830,L52009,L,303.4,311.9,1491.0,38.2,26,0,0,0,0,0,0,0.9727476724182504,1,56956.200000000004
4831,L52010,L,303.5,312.0,1756.0,29.7,28,0,0,0,0,0,0,0.9727564071386012,1,52153.2
4832,L52011,L,303.5,312.0,1366.0,54.5,30,1,0,1,0,0,0,0.9727564071386012,1,74447.0
4833,L52012,L,303.5,312.0,1436.0,45.1,32,0,0,0,0,0,0,0.9727564071386012,1,64763.6
4834,L52013,L,303.4,311.9,1377.0,41.6,34,1,0,1,0,0,0,0.9727476724182504,1,57283.200000000004
4835,M19694,M,303.4,311.9,1510.0,42.2,36,0,0,0,0,0,0,0.9727476724182504,1,63722.00000000001
4836,M19695,M,303.4,311.9,1419.0,50.9,39,0,0,0,0,0,0,0.9727476724182504,1,72227.09999999999
4837,L52016,L,303.3,311.8,1315.0,62.0,42,1,0,1,0,0,0,0.9727389320951285,1,81530.0
4838,H34251,H,303.3,311.8,1806.0,27.7,44,0,0,0,0,0,0,0.9727389320951285,1,50026.2
4839,H34252,H,303.3,311.8,1649.0,29.4,49,0,0,0,0,0,0,0.9727389320951285,1,48480.6
4840,H34253,H,303.4,311.9,1402.0,50.0,54,0,0,0,0,0,0,0.9727476724182504,1,70100.0
4841,L52020,L,303.4,311.9,1298.0,63.9,59,1,0,1,0,0,0,0.9727476724182504,1,82942.2
4842,M19701,M,303.3,311.8,1441.0,44.9,61,0,0,0,0,0,0,0.9727389320951285,1,64700.9
4843,M19702,M,303.3,311.8,1489.0,49.4,64,0,0,0,0,0,0,0.9727389320951285,1,73556.59999999999
4844,L52023,L,303.3,311.8,1842.0,24.5,67,0,0,0,0,0,0,0.9727389320951285,1,45129.0
4845,M19704,M,303.4,311.8,1316.0,50.9,69,1,0,1,0,0,0,0.9730596505033365,1,66984.4
4846,M19705,M,303.3,311.8,1583.0,33.3,72,0,0,0,0,0,0,0.9727389320951285,1,52713.899999999994
4847,M19706,M,303.3,311.8,1548.0,33.5,75,0,0,0,0,0,0,0.9727389320951285,1,51858.0
4848,L52027,L,303.4,311.9,1434.0,44.6,78,0,0,0,0,0,0,0.9727476724182504,1,63956.4
4849,H34262,H,303.5,312.0,1397.0,52.9,80,0,0,0,0,0,0,0.9727564071386012,1,73901.3
4850,M19709,M,303.5,312.0,1475.0,42.9,85,0,0,0,0,0,0,0.9727564071386012,1,63277.5
4851,L52030,L,303.5,312.0,1441.0,56.8,88,0,0,0,0,0,0,0.9727564071386012,1,81848.8
4853,L52032,L,303.7,312.2,1619.0,34.9,92,0,0,0,0,0,0,0.9727738597925245,1,56503.1
4854,L52033,L,303.7,312.2,1487.0,34.0,94,0,0,0,0,0,0,0.9727738597925245,1,50558.0
4855,L52034,L,303.7,312.2,1568.0,33.8,96,0,0,0,0,0,0,0.9727738597925245,1,52998.399999999994
4856,L52035,L,303.7,312.3,1375.0,46.2,98,0,0,0,0,0,0,0.9724623728067167,1,63525.00000000001
4857,M19716,M,303.6,312.3,1698.0,31.3,100,0,0,0,0,0,0,0.9721421678765861,1,53147.4
4858,L52037,L,303.7,312.3,1606.0,37.4,103,0,0,0,0,0,0,0.9724623728067167,1,60064.399999999994
4859,L52038,L,303.7,312.3,1349.0,51.0,105,0,0,0,0,0,0,0.9724623728067167,1,68799.0
4860,L52039,L,303.7,312.4,1535.0,38.6,107,0,0,0,0,0,0,0.9721510852363923,1,59251.0
4861,M19720,M,303.6,312.4,1504.0,49.5,109,0,0,0,0,0,0,0.9718309828046385,1,74448.0
4862,L52041,L,303.5,312.3,1946.0,21.1,112,0,0,0,0,0,0,0.9718219629464554,1,41060.600000000006
4863,L52042,L,303.5,312.1,1326.0,55.7,114,0,0,0,0,0,0,0.972444726137633,1,73858.2
4864,M19723,M,303.6,312.3,1915.0,22.3,116,0,0,0,0,0,0,0.9721421678765861,1,42704.5
4865,L52044,L,303.6,312.3,1451.0,43.4,119,0,0,0,0,0,0,0.9721421678765861,1,62973.4
4866,M19725,M,303.5,312.3,1624.0,34.8,121,0,0,0,0,0,0,0.9718219629464554,1,56515.2
4867,L52046,L,303.6,312.4,1781.0,28.7,124,0,0,0,0,0,0,0.9718309828046385,1,51114.7
4868,L52047,L,303.6,312.5,1345.0,54.1,126,0,0,0,0,0,0,0.9715199968911361,1,72764.5
4869,L52048,L,303.6,312.4,1418.0,46.0,128,0,0,0,0,0,0,0.9718309828046385,1,65228.0
4870,L52049,L,303.7,312.4,1718.0,26.5,130,0,0,0,0,0,0,0.9721510852363923,1,45527.0
4871,M19730,M,303.7,312.4,1631.0,28.5,132,0,0,0,0,0,0,0.9721510852363923,1,46483.5
4872,L52051,L,303.7,312.4,1513.0,40.1,135,0,0,0,0,0,0,0.9721510852363923,1,60671.3
4873,L52052,L,303.7,312.4,1316.0,59.3,137,0,0,0,0,0,0,0.9721510852363923,1,78038.8
4874,M19733,M,303.7,312.4,1474.0,38.8,139,0,0,0,0,0,0,0.9721510852363923,1,57191.2
4875,L52054,L,303.8,312.5,1619.0,30.9,142,0,0,0,0,0,0,0.972159996889088,1,50027.1
4876,L52055,L,303.7,312.4,1702.0,31.2,144,0,0,0,0,0,0,0.9721510852363923,1,53102.4
4877,M19736,M,303.7,312.4,1540.0,37.4,146,0,0,0,0,0,0,0.9721510852363923,1,57596.0
4878,M19737,M,303.7,312.4,1546.0,33.7,149,0,0,0,0,0,0,0.9721510852363923,1,52100.200000000004
4879,L52058,L,303.7,312.4,1348.0,51.0,152,0,0,0,0,0,0,0.9721510852363923,1,68748.0
4880,H34293,H,303.7,312.5,1520.0,35.6,154,0,0,0,0,0,0,0.971839996890112,1,54112.0
4881,M19740,M,303.8,312.6,1527.0,41.9,159,0,0,0,0,0,0,0.9718490052084164,1,63981.299999999996
4882,M19741,M,303.8,312.6,1406.0,47.1,162,0,0,0,0,0,0,0.9718490052084164,1,66222.6
4883,L52062,L,303.7,312.5,1462.0,46.2,165,0,0,0,0,0,0,0.971839996890112,1,67544.40000000001
4884,M19743,M,303.8,312.6,1684.0,29.3,167,0,0,0,0,0,0,0.9718490052084164,1,49341.200000000004
4885,H34298,H,303.8,312.5,1655.0,28.0,170,0,0,0,0,0,0,0.972159996889088,1,46340.0
4886,H34299,H,303.8,312.5,1748.0,25.1,175,0,0,0,0,0,0,0.972159996889088,1,43874.8
4887,L52066,L,303.8,312.5,1372.0,45.7,180,0,0,0,0,0,0,0.972159996889088,1,62700.4
4888,L52067,L,303.7,312.5,1481.0,33.3,182,0,0,0,0,0,0,0.971839996890112,1,49317.299999999996
4889,L52068,L,303.7,312.4,1512.0,39.2,184,0,0,0,0,0,0,0.9721510852363923,1,59270.4
4890,L52069,L,303.7,312.5,1632.0,36.6,186,0,0,0,0,0,0,0.971839996890112,1,59731.200000000004
4891,L52070,L,303.7,312.4,1525.0,43.9,188,0,0,0,0,0,0,0.9721510852363923,1,66947.5
4892,M19751,M,303.7,312.3,1756.0,26.4,190,0,0,0,0,0,0,0.9724623728067167,1,46358.399999999994
4893,L52072,L,303.7,312.3,1922.0,23.1,193,0,0,0,0,0,0,0.9724623728067167,1,44398.200000000004
4894,M19753,M,303.8,312.5,1448.0,44.3,195,0,0,0,0,0,0,0.972159996889088,1,64146.399999999994
4895,H34308,H,303.8,312.5,1447.0,46.6,198,0,0,0,0,0,0,0.972159996889088,1,67430.2
4896,M19755,M,303.8,312.4,1597.0,33.4,203,0,0,0,0,0,0,0.9724711876681461,1,53339.799999999996
4897,M19756,M,303.7,312.4,1642.0,32.3,206,0,0,0,0,0,0,0.9721510852363923,1,53036.6
4898,H34311,H,303.8,312.5,1525.0,38.0,209,0,0,0,0,0,0,0.972159996889088,1,57950.0
4899,H34312,H,303.6,312.4,1460.0,53.7,214,0,0,0,0,0,0,0.9718309828046385,1,78402.0
4900,L52079,L,303.6,312.3,2168.0,17.7,219,0,0,0,0,0,0,0.9721421678765861,1,38373.6
4901,L52080,L,303.6,312.4,1388.0,41.9,221,0,0,0,0,0,0,0.9718309828046385,1,58157.2
4902,M19761,M,303.6,312.3,1630.0,32.4,223,0,0,0,0,0,0,0.9721421678765861,1,52812.0
4903,L52082,L,303.6,312.3,1616.0,29.3,226,0,0,0,0,0,0,0.9721421678765861,1,47348.8
4905,H34318,H,303.6,312.4,1480.0,50.7,2,0,0,0,0,0,0,0.9718309828046385,1,75036.0
4906,L52085,L,303.6,312.4,1363.0,53.1,7,0,0,0,0,0,0,0.9718309828046385,1,72375.3
4907,H34320,H,303.6,312.4,1436.0,45.6,9,0,0,0,0,0,0,0.9718309828046385,1,65481.6
4908,M19767,M,303.6,312.5,1607.0,33.7,14,0,0,0,0,0,0,0.9715199968911361,1,54155.9
4910,L52089,L,303.5,312.4,1481.0,43.7,20,0,0,0,0,0,0,0.9715108803728846,1,64719.700000000004
4911,M19770,M,303.5,312.4,1606.0,31.7,22,0,0,0,0,0,0,0.9715108803728846,1,50910.2
4912,L52091,L,303.5,312.3,1681.0,29.8,25,0,0,0,0,0,0,0.9718219629464554,1,50093.8
4913,L52092,L,303.5,312.2,1511.0,37.1,27,0,0,0,0,0,0,0.9721332448041857,1,56058.1
4914,M19773,M,303.5,312.3,1593.0,35.2,29,0,0,0,0,0,0,0.9718219629464554,1,56073.600000000006
4915,M19774,M,303.5,312.3,1532.0,41.7,32,0,0,0,0,0,0,0.9718219629464554,1,63884.4
4916,H34329,H,303.5,312.3,1386.0,49.0,35,0,0,0,0,0,0,0.9718219629464554,1,67914.0
4917,H34330,H,303.4,312.3,1769.0,27.9,40,0,0,0,0,0,0,0.9715017580163248,1,49355.1
4918,M19777,M,303.4,312.2,1561.0,38.2,45,0,0,0,0,0,0,0.9718129373100162,1,59630.200000000004
4919,L52098,L,303.3,312.2,1457.0,40.7,48,0,0,0,0,0,0,0.9714926298158468,1,59299.9
4921,L52100,L,303.4,312.2,1337.0,69.4,52,1,0,0,1,0,0,0.9718129373100162,1,92787.8
4922,L52101,L,303.4,312.3,1287.0,54.8,54,0,0,0,0,0,0,0.9715017580163248,1,70527.59999999999
4923,M19782,M,303.4,312.2,1615.0,35.7,56,0,0,0,0,0,0,0.9718129373100162,1,57655.50000000001
4924,M19783,M,303.4,312.2,1972.0,23.5,59,0,0,0,0,0,0,0.9718129373100162,1,46342.0
4925,H34338,H,303.4,312.3,1522.0,42.1,62,0,0,0,0,0,0,0.9715017580163248,1,64076.200000000004
4926,L52105,L,303.4,312.3,1680.0,30.6,67,0,0,0,0,0,0,0.9715017580163248,1,51408.0
4927,L52106,L,303.4,312.3,1502.0,36.0,69,0,0,0,0,0,0,0.9715017580163248,1,54072.0
4928,M19787,M,303.5,312.3,1543.0,33.3,71,0,0,0,0,0,0,0.9718219629464554,1,51381.899999999994
